;Comment
444;['ты', 'главное', 'порнуха', 'смотреть', 'шаблон', 'поломать']
445;['порнуха', 'кстати', 'говорить', 'наоборот', 'растягивать']
446;['там', 'наём', 'работа', 'постель', 'а', 'работа', 'вообще', 'ебут', 'начальник', 'сантехник', 'охранник']
449;['эээ', 'ти', 'секундный', 'ле', 'чпка', 'чпка', 'повернуться', 'стенка', 'уснуть']
450;['джонни', 'сделать', 'монтаж']
451;['держать', 'камрад', '●']
452;['а', 'задумываться', 'сколько', 'девчата', 'парень', 'простор', 'тот', 'россия', 'фильм', 'вбить', 'голова', 'шаблон', 'модель', 'поведение']
453;['футаж', 'монтаж', 'нода', 'м', 'м', 'ротоскоппинг']
455;['закон', 'другой', 'хотя', 'двухнедельный', 'предупреждение', 'рекомендоваться', 'а', 'ещё', 'уволить', 'мочь', 'на', 'место', 'предупреждение', 'ожидание']
456;['работать', 'американский', 'контора', 'у', 'директор', 'уволить', 'прилететь', 'палач', 'юрист', 'середина', 'рабочий', 'день', 'директор', 'уйти', 'домой', 'коробка', 'личный', 'вещь']
457;['ты', 'ещё', 'взрываться', 'машина', 'пуля', 'вспомнить']
458;['а', 'укрываться', 'стрельба', 'какой', 'либо', 'препятствие', 'персонаж', 'который', 'реал', 'простреливаться', 'насквозь', 'тип', 'диван', 'шкаф', 'автомобиль', 'так', 'далее']
459;['там', 'защита', 'пассивный', 'простой', 'невидимость', 'не', 'видеть', 'стрелять']
460;['там', 'принцип', 'попасть', 'не', 'попасть', '😛']
461;['смотреть', 'стрелять', 'казаться', 'пистолетный', 'пуля', 'вполне', 'добротный', 'диван', 'спасти']
462;['там', 'металл', 'толща', 'не']
463;['компьютер', 'взрываться', 'крепкий', 'орешек', 'емнип']
464;['справедливость', 'ради', 'взрываться', 'взрывчатка', 'подключить', 'комп', 'а', 'взрывчатка', 'реагировать', 'вирус', 'запуститься', 'комбинация', 'по', 'суть', 'это', 'делаться', 'уверенный', 'хакер', 'пк', 'они', 'якобы', 'взламывать', 'комп', 'хакер', 'заставлять', 'по', 'зависнуть', 'заставлять', 'хакер', 'выполнить', 'комбинация', 'конкретно', 'вирус', 'пк', 'взрывать', 'взрывчатка', 'вообще', 'усложнять', 'понятно']
465;['про', 'американский', 'увольнение', 'показать', 'фильм', 'я', 'небо', 'забавно', 'некоторый', 'американский', 'начальник', 'бояться', 'стесняться', 'увольнять', 'свой', 'работник', 'приглашать', 'специальный', 'человек', 'и', 'реакция', 'такой', 'увольнение', 'показать']
466;['да', 'классный', 'фильм', 'любимый', 'но', 'таки', '«бояться', 'стесняются»', 'время', 'экономический', 'кризис', 'сша', 'происходить', 'массовый', 'увольнение', 'корпорация', 'работать', 'овердофиг', 'человек', 'это', 'попросту', 'неудобно', 'тратить', 'время', 'каждый', 'так', 'куча', 'другой', 'дело', 'ну', '«глаз', 'человек', 'смотреть»', 'приходиться', 'разумеется']
467;['я', 'думать', 'ещё', 'случайно', 'сказать', 'работник', 'суд', 'смочь', 'использовать', 'с', 'местный', 'закончить', 'любой', 'момент', 'любой', 'причина', 'безопасный', 'сказать', 'начать', 'объяснять', 'почему', 'увольнять']
468;['в', 'штат', 'увольнять', 'один', 'день', 'а', 'бывать', 'ещё', 'коробка', 'вещь', 'ты', 'почта', 'отправлять']
469;['подтверждать', 'штат', 'компания', 'сотрудник', 'канада', 'смс', 'уволить', 'пока', 'отпуск', 'таки', 'коробка', 'вещь', 'почта', 'и', 'слово', 'никто', 'возмущаться', 'это', 'порядок', 'вещь']
470;['а', 'выплата', 'компенсация', 'канада', 'в', 'рф', 'увольнение', 'инициатива', 'работодатель', 'платить']
471;['ещё', 'безопасник', 'душа', 'стоять', 'накосячить', 'уход', 'сопроводить', 'выход', 'офис', 'а', 'тот', 'момент', 'пока', 'ещё', 'идти', 'слушать', 'свой', 'увольнение', 'ты', 'отключить', 'аккаунт', 'пропуск', 'сеть', 'безопасность', 'должный', 'безопасный']
472;['о', 'один', 'контора', 'увольнять', 'очень', 'бздели', 'отомстить', 'поэтому', 'сначала', 'отключить', 'доступ', 'сервер', 'попросить', 'передать', 'дело', 'ну', 'передать', 'дело', 'перестать', 'трубка', 'брать']
473;['у', 'мой', 'муж', 'прийти', 'работа', 'мина', 'ещё', 'пара', 'другой', 'сотрудник', 'позвать', 'ковёр', 'сказать', 'мина', 'сумка', 'собрать', 'сокращение', 'вывести', 'здание', 'вещь', 'кабинет', 'домой', 'почта', 'прислать']
474;['сокращение', 'минута', 'смириться']
475;['художественный', 'фильм', 'это', 'модифицированный', 'театральный', 'постановка', 'нужный', 'достоверность', 'жизненный', 'нюанс', 'должный', 'сжато', 'максимально', 'понятно', 'зритель', 'ты', 'хотеть', 'смотреть', 'часовой', 'фильм', 'тонкость', 'процесс', 'расчёт', 'год', 'не', 'думать']
476;['верно', 'зачастую', 'это', 'перегибать', 'итог', 'получаться', 'происходить', 'просто', 'верить', 'человек', 'фильм', 'это', 'странный', 'подвид', 'человек', 'который', 'есть', 'день', 'точнее', 'ковыряться', 'тарелка', 'секунда', 'вставать', 'уходить', 'зато', 'пить', 'любой', 'повод', 'рука', 'мыть', 'ещё', 'регулярно', 'открывать', 'кран', 'уходить', 'дом', 'нахрен', 'услышать', 'снаружи', 'дверь', 'закрывать', 'вообще', 'работа', 'бывать', 'показываться', 'сюжетный', 'линия', 'постоянно', 'день', 'разгуливать', 'город', 'так', 'далее']
477;['и', 'причёска', 'всегда', 'шикарный', 'укладка', 'даже', 'утро']
478;['фильм', 'тестировать', 'целевой', 'аудитория', 'общий', 'показывать', 'хотеть', 'видеть', 'зритель', 'захотеть', 'зритель', 'актёр', 'летать', 'пердежный', 'тяга', 'вообще', 'частично', 'это', 'правда', 'человек', 'любить', 'бухать', 'любой', 'повод', 'америка', 'часто', 'человек', 'цеплять', 'ящик', 'пиво', 'дорога', 'работа', 'домой', 'каждый', 'вечер', 'дверь', 'бывать', 'закрывать', 'зависеть', 'район', 'ссср', 'ранний', 'дверь', 'закрывать', 'работа', 'некоторый', 'человек', 'бывать', 'редко', 'зависеть', 'уровень', 'благосостояние', 'некоторый', 'мочь', 'позволить', 'вообще', 'работать', 'так', 'далее', 'в', 'принцип', 'американский', 'фильм', 'похожий', 'американский', 'действительность', 'отражать', 'жизнь', 'простой', 'человек', 'российский', 'фильм', 'житель', 'рублёвка']
479;['это', 'странный', 'подвид', 'человек', 'который', 'есть', 'день', 'точнее', 'ковыряться', 'тарелка', 'секунда', 'вставать', 'уходить', 'вот', 'напрягать', 'сговариваться', 'персонаж', 'встретиться', 'кафе', 'ужин', 'поговорить', 'жратва', 'ставить', 'диалог', 'несколько', 'реплика', 'нужный', 'выяснить', 'перс', 'бросать', 'всё', 'уходить', 'платить', 'понятно', 'дубль', 'актёр', 'столько', 'сожрать', 'сделать', 'вид', 'нормально', 'есть', 'азиат', 'свой', 'фильм', 'уплетать', 'неделя', 'есть']
480;['счастие', 'увольнять', 'но', 'свидетель', 'минимум', 'увольнение', 'один', 'день', 'утром', 'прийти', 'офис', 'общаться', 'человек', 'договариваться', 'обсудить', 'вопрос', 'обед', 'уходить', 'звонок', 'возвращение', 'наблюдать', 'девственно', 'чистый', 'стол', 'коллега', 'который', 'говорить', 'час', 'назад', 'первый', 'несколько', 'гадко', 'душа', 'привыкнуть']
481;['не', 'я', 'уволить', 'первый', 'работа', 'проблема', 'заказ', 'компания', 'просто', 'неожиданно', 'пригласить', 'совещание', 'туда', 'прямиком', 'поехать', 'домой', 'неделя', 'сказать', 'отрабатывать', 'в', 'офис', 'появляться']
482;['я', 'год', 'работа', 'вылететь', 'начальник', 'задержать', 'пятница', 'работа', 'час', 'позвать', 'кабинет', 'сказать', 'свободный', 'устроить', 'роскошный', 'выходной', 'говнюк', 'комп', 'сразу', 'сеть', 'отрубить', 'хотеть', 'он', 'доступ', 'прекратить', 'вяло', 'в', 'понедельник', 'попрощаться', 'коллега']
483;['оклад', 'выплатить', 'или', 'попросить', 'собственный']
484;['какой', 'лантимос', 'вполне', 'такой', 'снять']
485;['просто', 'последний', 'время', 'весьма', 'заёбывать', 'реклама', 'фильм', 'каждый', 'утюг', 'пиздить', 'всё', 'секретный', 'документ', 'просмотреть', 'световой', 'год', 'архивный', 'киноплёнка', 'правдивый', 'помнить', 'сам', 'участник', 'жизнь', 'начинать', 'приводить', 'факт', 'мол', 'пиздить', 'создатель', 'фильм', 'сразу', 'подниматься', 'ор', 'фонат', 'это', 'жи', 'художественный', 'фильм', 'привет', 'фанат', 'говновысер', 'чернобыль']
486;['аналогично', 'отечественный', 'произведение', 'например', 'михалков', 'секретный', 'архив', 'утомлённый', 'солнце', 'банальный', 'реклама', 'причём', 'очень', 'низкий', 'уровень']
487;['хз', 'увольняться', 'часто', 'просто', 'давить', 'начальство', 'отрабатывать', 'всегда', 'выплачиваться', 'отрабатывать']
488;['хз', 'увольняться', 'часто', 'просто', 'давить', 'начальство', 'отрабатывать', 'иногда', 'человек', 'путать', 'сила', 'свой', 'возможность', 'обстоятельство', 'который', 'сложиться', 'крутой', 'метод', 'благо', 'немало', 'начальник', 'который', 'понимать', 'работник', 'плохой', 'немотивированный', 'сотрудник', 'который', 'хотеть', 'уволиться', 'суперценный', 'отсутствие', 'настолько', 'критично', 'тип', 'пока', 'никто', 'заставлять', 'отрабатывать', 'так', 'понимать', 'сотрудник', 'вред', 'польза', 'принести', 'чётый', 'надавить']
489;['сколько', 'место', 'работа', 'поменять', 'жизнь']
490;['тс', 'кино', 'смотреть', 'я', 'видеть', 'фильм', 'такой', 'должность', 'объявлять', 'сотрудник', 'сокращение']
491;['это', 'монтаж', 'ещё', 'человек', 'бульвар', 'капуцин', 'разжевать']
492;['в', 'сша', 'трудовой', 'кодекс', 'отношение', 'регулироваться', 'обычный', 'договор', 'сильный', 'сторона', 'обычно', 'это', 'работодатель', 'ставить', 'конкретный', 'условие', 'мочь', 'профсоюз', 'аналог', 'коллективный', 'договор', 'мелкий', 'контора', 'поэтому', 'увольнение', 'один', 'день', 'обычный', 'практика', 'радоваться', 'кровавый', 'ссср', 'который', 'возвести', 'право', 'трудящийся', 'ранг', 'кодекс', 'восьмичасовой', 'рабочий', 'день', 'право', 'рабочий', 'один', 'ключевой', 'достижение', 'некоторый', 'страна', 'это', 'перенять', 'некоторый', 'иногда', 'особенность', 'например', 'рф', 'обычный', 'трудовой', 'договор', 'бессрочный', 'человек', 'реально', 'сложно', 'уволить', 'идти', 'далеко', 'белоруссия', 'видеть', 'основный', 'форма', 'срочный', 'контракт', 'такой', 'дело']
493;['тут', 'плюс', 'минус', 'с', 'один', 'сторона', 'возможность', 'рост', 'трижды', 'подумать', 'нанимать', 'ещё', 'один', 'человек', 'у', 'возможность', 'уволить', 'человек', 'который', 'плохо', 'работать', 'быть', 'высокий', 'безработица', 'среди', 'молодёжь', 'человек', 'опыт', 'готовый', 'нанимать', 'молодёжь', 'с', 'сторона', 'человек', 'неплохо', 'защитить', 'формально', 'уверенный', 'завтрашний', 'день']
494;['рост', 'это', 'чудо', 'чудной', 'диво', 'дивный', 'особенно', 'крупный', 'компания', 'да', 'рядовой', 'позиция', 'который', 'зарплата', 'превосходить', 'рынок', 'сильно', 'но', 'реальный', 'рост', 'ограничить', 'многий', 'фактор', 'другой', 'человек', 'ограничение', 'изменение', 'зп', 'грейд', 'мнение', 'руководство', 'функционал', 'выслуга', 'год', 'хороший', 'рост', 'это', 'приходить', 'корпорация', 'снаружи', 'зарядить', 'максимум', 'свой', 'дать', 'внешний', 'мочь', 'но', 'представлять']
495;['в', 'беларусь', 'вообще', 'масса', 'милый', 'нюанс', 'на', 'государственный', 'факт', 'работа', 'работать', 'белорус', 'регион', 'частный', 'сектор', 'объём', 'весьма', 'небольшой', 'относительно', 'рф', 'жёстко', 'зарегламентировать', 'госструктура', 'мочь', 'позволить', 'гораздо', 'вольность', 'финансы', 'документооборот', 'так', 'далее', 'население', 'работать', 'официально', 'привычный', 'россиянин', 'серый', 'схема', 'удел', 'маргинал', 'по', 'контракт', 'сам', 'мочь', 'уволиться', 'окончание', 'срок', 'контракт', 'не', 'отпустить', 'ничего', 'сделать', 'забить', 'работа', 'отдать', 'трудовой', 'госконтора', 'мочь', 'милиция', 'привести', 'работа', 'принудительно', 'врач', 'такой', 'бывало', 'многие', 'госка', 'практиковать', 'три', 'пять', 'летний', 'контракт', 'это', 'крепостной', 'право', 'смахивать', 'плюс', 'возможный', 'принудительный', 'перевод', 'другой', 'работодатель', 'гос', 'согласие', 'работник', 'безработный', 'платить', 'налог', 'тунеядство']
497;['я', 'штат', 'удивлять', 'практика', 'запрет', 'работа', 'конкурент', 'как', 'понять', 'флорида', 'казаться', 'признать', 'незаконный', 'другой', 'штат', 'читать', 'практиковаться', 'в', 'всякий', 'случай', 'это', 'сильно', 'удивить']
498;['один', 'дело', 'работник', 'рядовой', 'сотрудник', 'другой', 'это', 'топ', 'манагер', 'который', 'знать', 'дофига', 'внутренний', 'ценный', 'информация', 'похоронить', 'фирма', 'просто', 'спизднуть', 'место', 'время', 'говорить', 'работа', 'конкурент', 'а', 'водитель', 'такси', 'уволиться', 'пойти', 'работать', 'другой', 'такси', 'такой', 'запретить']
499;['такой', 'пункт', 'включать', 'давно', 'признать', 'незаконный', 'вдоль', 'поперёк', 'думать', 'этот', 'прийти', 'поздний']
500;['ну', 'трансенациональный', 'шлюмберже', 'сокращение', 'сократить', 'один', 'день', 'срочно', 'вызвать', 'работа', 'день', 'окончание', 'свободный', 'вахта', 'сказать', 'приятно', 'работать', 'кризис', 'твой', 'позиция', 'сокращать', 'мочь', 'предложить', 'уйти', 'собственный', 'заплатить', 'средний', 'оклад', 'я', 'попросить', 'согласиться', 'я', 'сдать', 'ноутбук', 'пропуск', 'забрать', 'кружка', 'спецодежда', 'который', 'забирать', 'стать', 'отвезти', 'аэропорт', 'причём', 'билет', 'платить', 'контора']
501;['есть', 'пункт', 'увольнение', 'договорённость', 'сторона']
502;['по', 'соглашение', 'сторона']
503;['посмотреть', 'трудовой', 'действительно', 'соглашение']
505;['ложечка', 'прийтись', 'вернуть', 'служебный', 'квартира']
506;['вы', 'забыть', 'упомянть', 'сага', 'неиспользованный', 'отпуск']
508;['не', 'везде', 'вс', 'рф', 'основной', 'отпуск', 'обязательно', 'отгуливаться', 'деньга', 'давать', 'бывать', 'случай', 'месяц', 'увольнение', 'человек', 'отпуск', 'деньга', 'получать']
509;['да', 'ад', 'получить', 'бонусный', 'время', 'обед', 'среда']
510;['я', 'увольняться', 'большой', 'строительный', 'холдинг', 'прийти', 'генеральный', 'эмоция', 'сказать', 'хотеть', 'пойти', 'прямо', 'забыть', 'захватить', 'себя', 'тот', 'бухгалтерский', 'сука', 'который', 'взбеситься', 'хабалка', 'решить', 'обычный', 'бухгалтер', 'стоить', 'выше', 'зам', 'начальник', 'отдел', 'закупка', 'решить', 'поприказывать', 'слово', 'сметь', 'такой', 'тон', 'разговаривать', 'понять', 'начаться', 'ор', 'собрать', 'вещь', 'уйти', 'на', 'коленка', 'написать', 'заявление', 'начальник', 'отдел', 'сказать', 'свой', 'сорри', 'отвалить', 'трудовой', 'получить', 'почта', 'деньга', 'естественно', 'демарш', 'недоплатить', 'премиальный', 'часть', 'зарплата']
511;['резюмировать', 'обычный', 'хабалка', 'который', 'ниже', 'должность', 'вывести', 'психануть', 'послать', 'лишиться', 'должность', 'премия', 'рабочий', 'место', 'хабалка', 'скорее', 'просто', 'поржать', 'ситуация', 'зато', 'уйти', 'красиво', 'идиотский', 'поступок']
512;['с', 'точка', 'зрение', 'директор', 'наверняка', 'истеричка', 'это', 'автор', 'коммент', 'прийти', 'ген', 'дир', 'рассказать', 'срак', 'бухгалтершоя', 'уволиться', 'нуууа']
513;['хуй', 'ставить', 'улыбаться', 'кивать', 'сглатывать', 'обтекать']
514;['остаться', 'плохой', 'терпеть', 'такой', 'отношение', 'кивать', 'улыбаться', 'деньга', 'такой', 'больший', 'ценность', 'дать', 'ситуация']
515;['не', 'красиво', 'уйти', 'красиво', 'это', 'отнять']
516;['при', 'директор', 'взбеситься', 'бухгалтерский', 'сука', 'и', 'проиграть', 'противостояние', 'бухгалтер', 'правильный', 'поставить', 'бухгалтер', 'место', 'требование', 'необоснованный', 'продолжить', 'работать', 'комфортный', 'обстановка', 'исходить', 'мой', 'опыт', 'разный', 'компания', 'обычно', 'бухгалтер', 'стоять', 'выше', 'скорее', 'позиция', 'заказчик', 'который', 'отдел', 'должный', 'вовремя', 'требовать', 'форма', 'предоставлять', 'документ', 'отчёт', 'дать', 'потому', 'бухгалтер', 'частично', 'работать', 'компания', 'больший', 'часть', 'государство', 'считать', 'бухгалтер', 'иначе', 'влиять', 'государственный', 'деньга', 'бишь', 'налог']
517;['да', 'бесить', 'быть', 'момент', 'я', 'работать', 'год', 'третий', 'третий', 'карл', 'начальник', 'отдел', 'а', 'знать', 'почему', 'формулировка', 'очешуительный', 'несоответствие', 'черта', 'характер', 'тип', 'этот', 'сука', 'рвать', 'зуб', 'внутри', 'компания', 'заказчик', 'бешеный', 'собака', 'пускать', 'низзить', 'сваливать', 'ответственность', 'замечательный', 'и', 'десять', 'год', 'я', 'просто', 'тошнить', 'фирма', 'порядок', 'фирма', 'бесконечный', 'бесплатный', 'переработка', 'работа', 'отпуск', 'больничный', 'бесплатно', 'заметить', 'не', 'премия', 'платить', 'переработка', 'платить', 'поэтому', 'просто', 'усталость', 'взорвать', 'я', 'жалеть', 'да', 'сложно', 'последующий', 'год', 'строительный', 'мир', 'шарахаться', 'понятно', 'такой', 'красивый', 'уход', 'два', 'год', 'работать', 'помощник', 'руководитель', 'консалтинговый', 'агентство', 'черта', 'суть', 'сравнение', 'предыдущий', 'место', 'работа', 'делать', 'отдыхать', 'потом', 'развод', 'сменить', 'работа', 'технический', 'подразделение', 'большой', 'холдинг', 'обособленный', 'прекрасно', 'ощущать', 'последний', 'год', 'да', 'зп', 'средний', 'железно', 'платить', 'платить', 'карантин', 'площадка', 'закрытый', 'работать', 'час', 'день', 'зп', 'белый', 'отпуск', 'лето', 'попасть', 'больница', 'оплатить']
518;['образование', 'получить', 'реклама', 'кинопродукция', 'я', 'последний', 'шесть', 'семь', 'год', 'отойти', 'дело', 'воспитывать', 'дочь', 'нью', 'джерси', 'но', 'курс', 'событие', 'включиться', 'работа', 'ну', 'ещё', 'сказать', 'пожалуй', 'это', 'всё', 'готовый', 'приступить', 'что', 'так', 'олли', 'тринк', 'работать', 'менделить', 'киршнера', 'да', 'здесь', 'чёрт', 'взять', 'есть', 'говорить', 'ты', 'платить', 'прийтись', 'не', 'понять', 'юмор', 'нет', 'просто', 'спорить', 'олли', 'тринк', 'надрать', 'новый', 'принц', 'ещё', 'помнить', 'конечно', 'ты', 'шутить', 'ты', 'легенда', 'парень', 'ты', 'совершить', 'что', 'мечтать', 'каждый', 'пресс', 'агент', 'а', 'именно', 'наплевать', 'условность', 'клиент', 'размазать', 'публично', 'ты', 'живой', 'бог', 'преклоняться', 'ты', 'это', 'точно', 'бог', 'заняться', 'дело', 'нет', 'ты', 'серьёзно', 'никакой', 'шанс', 'тринк', 'нет', 'старик', 'девушка', 'джерси']
519;['там', 'реально', 'фреш', 'принс', 'перевести', 'новый', 'принц', 'вот', 'надмозг']
520;['за', 'рубеж', 'многий', 'увольнение', 'сначала', 'отправлять', 'тип', 'компания', 'всё', 'ещё', 'платить', 'зара', 'плата', 'мочь', 'появлиться', 'офис', 'заниматься', 'дело', 'аналог', 'собачка', 'двор', 'бегать', 'зайти', 'мочь', 'делаться', 'это', 'примерно', 'заходить', 'начальство', 'оно', 'говорить', 'договор', 'вы', 'расторгнуть', 'отправляться', 'лив', 'человек', 'обычно', 'который', 'проводить', 'офис', 'с', 'вместе', 'идти', 'забирать', 'личный', 'вещь', 'место', 'сдавать', 'ключ', 'выходить', 'так', 'быть', 'минута', 'выметаться', 'офис', 'если', 'должный', 'фирма', 'принести', 'снаружи', 'отдать', 'звонок', 'принимать', 'разговаривать', 'другой', 'сотрудник', 'часто', 'запрещаться', 'так', 'выйти', 'другой', 'работа', 'это', 'время', 'обычно', 'мес']
521;['я', 'отправить', 'когда', 'сказать', 'увольняться', 'начальник', 'сказать', 'тип', 'мочь', 'ходить', 'работа', 'хотеть', 'ну', 'пара', 'дело', 'оставаться', 'решить', 'помочь', 'коллега', 'ходить', 'день', 'начальник', 'снова', 'подходить', 'говорить', 'перестать', 'ходить', 'работа', 'начальство', 'волноваться', 'прийтись', 'ходить', 'досиживать', 'дом', '¯\\', 'ツ', '¯', 'правда', 'неделя', 'месяц', 'а', 'нынешний', 'работа', 'месяц', 'предупреждать']
522;['погодить', 'ка', 'месяц', 'ты', 'платить', 'зп', 'хотя', 'работать']
523;['этот', 'честь', 'удостаивать', 'ключевой', 'сотрудник', 'увести', 'клиент', 'другой', 'как', 'достаточно', 'перекинуть', 'новый', 'лицо']
524;['как', 'правило', 'если', 'ты', 'подписать', 'приём', 'работа', 'увольнение', 'ты', 'крайне', 'непросто', 'найти', 'работа', 'тот', 'специальность', 'с', 'сторона', 'подписание', 'мочь', 'затребовать', 'какой', 'плюшка', 'если', 'ты', 'всучить', 'ход', 'сказать', 'это', 'простой', 'заявка', 'оформление', 'пропуск', 'парковка']
525;['и', 'смысл', 'компания', 'лив', 'полгода', 'платить', 'зп']
526;['за', 'сохранение', 'данные', 'клиент', 'переманить', 'иногда', 'бывать', 'подписывать', 'так', 'н', 'неконкуренция', 'условно', 'говорить', 'это', 'крутой', 'пластический', 'хиррург', 'клиника', 'этот', 'договор', 'уйти', 'оттуда', 'х', 'з', 'сколько', 'условие', 'год', 'мочь', 'работать', 'пластический', 'хиррург', 'друг', 'место', 'клиент', 'уйти', 'ты', 'другой', 'клиника', 'но', 'мочь', 'работать', 'специальность', 'тип', 'терапевт', 'такой']
527;['у', 'основной', 'документ', 'это', 'договор', 'устройство', 'он', 'зависеть', 'сотрудник', 'ценный', 'кадр', 'рассчитывать', 'прописать', 'достойный', 'поведение', 'увольнение', 'договор']
528;['за', 'неразглашение', 'информация', 'например', 'через', 'полгода', 'смочь', 'проект', 'увести', 'конкурент', 'уйти']
529;['один', 'работа', 'час', 'расчёт', 'получить', 'просто', 'гендиректор', 'чувство', 'юмор', 'джабба']
530;['джабба', 'какой', 'мальчик', 'вообще']
531;['он', 'гермафродит', 'мочь', 'мальчик', 'девочка', 'необходимость']
533;['тот', 'фигня', 'у', 'коробка', 'наготове', 'стоять', 'стол', 'пригодиться']
534;['“зануда', 'мода', '”', 'штат', 'мочь', 'уволить', 'один', 'день', 'зп', 'прочий', 'долг', 'банковский', 'счёт', 'сдавать', 'пропуск', 'вперёд', 'по', 'опыт', 'пара', 'друг', 'штат', 'примерно', 'происходить', '“зануда', 'мода', '”', 'это', 'кино', 'быстрый', 'обходный', 'выяснение', 'сколько', 'палка', 'ещё', 'кинуть', 'бабка', 'нюра']
535;['отдельно', 'доставлять', 'боевик', 'год', 'достать', 'главзлодей', 'пачка', 'валита', 'приспешник', 'никакой', 'претензия', 'сторона', 'собственный', 'безопасность', 'никто', 'выносить', 'герой', 'мозг', 'предмет', 'необходимо', 'убивать', 'калечить', 'тот', 'человек', 'офис', 'мистер', 'джонсон', 'почему', 'вообще', 'вломиться', 'оружие', 'офис', 'послать', 'ордер', 'арест', 'почему', 'вместо', 'арестовать', 'мистер', 'джонсон', 'зачитать', 'право', 'выстрелить', 'гранатомёт', 'короче', 'закон', 'мир', 'кино', 'весьма', 'странно', 'работать']
536;['и', 'это', 'боевик', 'такой', 'лохматый', 'девяностый', 'невский']
537;['абсолютно', 'любой', 'экшен', 'боевик', 'независимо', 'дата', 'производство']
538;['автор', 'такой', 'обходный', 'лист', 'и', 'вдоль', 'поперёк', 'перечитать', 'трудовой', 'кодекс', 'найти', 'такой', 'термин']
539;['это', 'реальный', 'жизнь']
540;['это', 'тот', 'кто', 'висеть', 'материалка', 'обходить', 'собирать', 'подпись', 'ты', 'остаться', 'долг']
541;['а', 'обходить', 'это', 'предусмотреть', 'тк', 'рф']
542;['обходный', 'лист', 'это', 'фейк', 'закон', 'предусмотреть', 'сказка', 'ходить', 'год', 'долг', 'сотрудник', 'реально', 'практически', 'невозможно', 'навесить']
543;['он', 'ещё', 'называть', 'бегунок']
544;['вроде', 'обходный', 'лист', 'незаконный', 'точнее', 'обязательный', 'требовать', 'работник', 'подписание', 'именно', 'обходный', 'лист', 'работодатель', 'иметь', 'право', 'трудовой', 'законодательство', 'установить', 'именно', 'такой', 'обязанность', 'отчёт', 'увольнение', 'подписание', 'обходный', 'лист', '–', 'это', 'обязательный', 'процедура', 'кроме', 'работодатель', 'иметь', 'право', 'задерживать', 'расчёт', 'бухгалтерия', 'работник', 'отчитаться', 'какой', 'либо', 'структурный', 'подразделение', 'это', 'нарушение', 'ст', 'тк', 'рф', 'отработка', 'два', 'неделя', 'являться', 'обязательный']
545;['обходный', 'лист', 'назвать', 'другой', 'название', 'договор', 'должный', 'обойти', 'тд', 'ссылаться', 'мочь', 'так', 'это', 'обходный', 'лист', 'подписаться', 'этот', 'условие']
547;['назвать', 'угодный', 'поздний', 'два', 'неделя', 'дата', 'заявление', 'работник', 'рассчитать', 'отдать', 'трудовой', 'книжка', 'никто', 'волновать', 'успеть', 'захотеть', 'подписывать', 'обходный', 'лист', 'обозвать']
548;['сообщать', 'увольнение', 'сопровождать', 'твой', 'стол', 'присмотр', 'собирать', 'вещь', 'коробка', 'бумага', 'далее', 'провожать', 'дверь', 'не', 'исключить', 'работать', 'третий', 'сторона', 'компания', 'они', 'контракт', 'всё', 'остальной', 'вопрос', 'решаться', 'переписка', 'если', 'работодатель', 'договориться', 'компенсация', 'подавать', 'заявка', 'специальный', 'орган', 'который', 'пытаться', 'сделать', 'послать', 'суд', 'договориться', 'дабы', 'тратить', 'бюджетный', 'деньга', 'суд', 'ну', 'суд', 'вообще', 'система', 'настроить', 'личный', 'сопля', 'слеза', 'подстава', 'сторона', 'работник', 'далее']
549;['ну', 'хотеть', 'повествование', 'прерываться', 'бюрократический', 'волокита', 'а', 'показывать', 'актёр', 'реальный', 'время', 'заполнять', 'отчёт', 'форма', 'прочий', 'нормативный', 'акт']
550;['а', 'мы', 'показывать', 'человек', 'просыпаться', 'завтракать', 'чистить', 'зуб', 'искать', 'второй', 'носка', 'прочий', 'нужный', 'сюжет', 'вещь', 'вот', 'сомневаться', 'человек', 'интересно', 'например', '«терминаторе»', 'смотреть', 'обходный', 'лист', 'собирать', 'проходить', 'медкомиссия', 'получать', 'разрешение', 'ношение', 'оружие', 'вот', 'перефразировать', 'шутка', 'зайти', 'но', 'находиться', 'простейшее', 'объяснение', 'очень']
551;['а', 'индийский', 'фильм', 'танцевать', 'минута']
552;['я', 'сказать', 'это', 'фильм', 'реальный', 'жизнь']
553;['или', 'фильм', 'гонка', 'ключ', 'кинуть', 'это', 'твой', 'машина']
554;['это', 'кино', 'весь', 'бюрократия', 'кадр', 'это', 'происходить', 'класть', 'копа', 'значок', 'ствол', 'стол', 'начальник', 'забрать', 'копа', 'хвать', 'ствол', 'показать', 'роспись', 'сдать']
555;['так', 'быстро', 'легко', 'расставаться', 'сотрудник', 'позволять', 'умолчание', 'прописать', 'трудовой', 'договор', 'условие', 'наём', 'желание', 'доктрина', 'принять', 'практически', 'штат', 'позволять', 'работодатель', 'увольнять', 'сотрудник', 'любой', 'причина', 'любой', 'время', 'это', 'являться', 'проявление', 'дискриминация', 'любой', 'вид']
